212	2	1.82406	0
220	3	0.21701	0
236	3	0.20602	0
240	3	0.19733	0
242	3	0.20601	0
246	3	0.20249	0
251	3	0.22745	0
259	4	0.48674	0
259	3	0.17277	0
261	4	1.08884	0
261	3	0.17204	0
262	3	0.19126	0
265	4	0.58664	0
265	3	0.15370	0
266	4	0.78068	0
266	3	0.15333	0
268	3	6.33408	0
283	3	0.16768	0
289	3	0.18255	0
295	3	0.20955	0
302	4	0.37967	0
302	3	0.15004	0
310	4	0.37071	0
310	3	0.14691	0
312	3	0.16768	0
313	4	0.52442	0
313	3	0.13353	0
318	3	0.18255	0
325	3	0.20349	0
326	3	0.20854	0
327	3	0.21450	0
331	3	0.16008	0
350	4	0.79566	0
350	3	0.15684	0
352	4	0.37525	0
352	3	0.14852	0
357	3	0.19543	0
358	3	0.19022	0
385	4	0.80039	0
385	3	0.15789	0
397	4	0.41560	0
397	3	0.16034	0
406	3	0.20020	0
409	3	0.19419	0
410	3	0.20611	0
415	3	0.20640	0
421	3	0.18401	0
426	3	0.20147	0
438	3	0.20133	0
440	3	0.20499	0
441	3	0.20752	0
444	3	0.20019	0
445	3	0.20360	0
454	3	0.20155	0
456	3	0.20673	0
462	4	3.26856	0
462	3	0.18151	0
470	3	0.19346	0
477	3	0.20326	0
484	3	0.19623	0
489	3	0.18842	0
491	3	0.20003	0
495	3	0.19867	0
503	3	0.19545	0
504	3	0.20105	0
507	3	0.19173	0
509	3	0.20128	0
511	3	0.19830	0
515	3	0.19862	0
518	3	0.20616	0
521	3	0.20256	0
527	3	0.20324	0
536	3	0.19475	0
540	3	0.19651	0
542	3	0.20292	0
544	4	22.14467	0
544	3	0.19145	0
546	3	0.19322	0
547	3	0.20230	0
548	3	0.19907	0
553	3	0.20286	0
556	3	0.18484	0
557	3	0.20498	0
561	4	14.46527	0
561	3	0.19188	0
562	3	0.19638	0
564	3	0.20850	0
565	3	0.19862	0
567	3	0.20315	0
570	3	0.20110	0
582	3	0.20243	0
584	3	0.21105	0
585	3	0.19766	0
588	3	0.20103	0
591	3	0.20114	0
595	3	0.20356	0
597	3	0.19618	0
599	3	0.19985	0
601	3	0.19690	0
606	4	26.55647	0
606	3	0.19381	0
607	3	0.19589	0
610	3	0.19809	0
612	4	2.63599	0
612	3	0.18079	0
615	3	27.74874	0
616	3	0.19627	0
622	3	0.20015	0
625	3	0.19363	0
626	3	0.20264	0
629	3	0.19726	0
631	4	3.29635	0
631	3	0.17026	0
632	4	27.81407	0
632	3	0.19285	0
635	3	0.20199	0
645	3	0.19418	0
651	3	0.19382	0
652	4	35.49365	0
652	3	0.19347	0
654	3	0.18399	0
656	4	1.28164	0
656	3	0.18461	0
657	3	0.19534	0
659	3	0.19973	0
663	3	0.19895	0
673	3	0.19694	0
675	3	0.19487	0
676	3	0.19747	0
684	3	0.21354	0
686	3	0.20216	0
689	3	0.20115	0
696	3	0.19628	0
697	3	0.19672	0
699	3	0.19678	0
761	2	1.28461	0
803	4	9.14062	0
917	1	1.14032	0
930	2	1.60306	0
1031	3	0.20170	0
1035	3	0.20888	0
1036	3	0.18870	0
1038	3	0.20109	0
1041	3	0.20084	0
1049	3	0.19634	0
1051	3	0.21701	0
1061	3	0.20044	0
1081	3	0.19939	0
1099	3	0.19638	0
1100	3	0.19202	0
1105	3	0.20317	0
1110	3	0.19725	0
1124	3	0.20001	0
1125	3	0.19505	0
1146	3	0.20082	0
1151	3	0.20056	0
1154	3	0.20193	0
1159	3	0.20062	0
1164	3	0.19757	0
1165	3	0.19054	0
1168	3	0.21123	0
1177	3	0.20367	0
1180	3	0.21033	0
1183	3	0.20793	0
1184	3	0.20639	0
1187	3	0.19721	0
1192	3	0.20259	0
1193	3	0.20130	0
1194	3	0.19474	0
1348	4	12.78611	0
1419	4	2.48482	0
1436	3	0.19538	0
1438	3	0.19569	0
1445	3	0.20380	0
1460	3	0.19151	0
1464	3	0.19828	0
1467	3	112.37005	0
1470	3	0.19038	0
1472	3	0.19755	0
1479	3	0.19499	0
1489	3	0.16990	0
1497	3	0.19790	0
1499	3	0.20987	0
1500	3	0.19351	0
1505	3	0.19798	0
1527	3	0.18398	0
1532	4	1.02159	0
1532	3	0.18241	0
1535	3	0.20002	0
1537	4	0.99969	0
1537	3	0.18816	0
1544	3	0.19078	0
1550	3	0.18940	0
1564	3	0.19741	0
1567	3	0.19527	0
1571	4	6.34303	0
1572	3	0.19631	0
1584	3	0.18055	0
1585	3	0.19282	0
1586	3	0.19181	0
1590	3	0.19360	0
1591	3	0.19029	0
1594	3	0.19755	0
271	1	0.20878	0
271	4	0.15936	0
271	3	0.13765	0
278	1	0.20438	0
278	4	0.14584	0
278	3	0.12973	0
286	1	0.20438	0
286	4	0.14584	0
286	3	0.12973	0
309	3	0.54375	0
309	1	0.24595	0
315	1	0.20747	0
315	4	0.15500	0
315	3	0.13522	0
332	1	0.19812	0
332	4	0.13068	0
332	3	0.11942	0
338	1	0.19541	0
338	4	0.12512	0
338	3	0.11527	0
351	1	0.19812	0
351	4	0.13068	0
351	3	0.11942	0
364	1	0.18861	0
364	4	0.11300	0
364	3	0.10560	0
369	1	0.19227	0
369	4	0.11925	0
369	3	0.11069	0
372	1	0.19227	0
372	4	0.11925	0
372	3	0.11069	0
373	1	0.19227	0
373	4	0.11925	0
373	3	0.11069	0
376	1	0.19227	0
376	4	0.11925	0
376	3	0.11069	0
378	1	0.19227	0
378	4	0.11925	0
378	3	0.11069	0
381	1	0.18429	0
381	4	0.10633	0
381	3	0.09994	0
382	1	0.20048	0
382	4	0.13596	0
382	3	0.12318	0
390	1	0.19812	0
390	4	0.13068	0
390	3	0.11942	0
392	1	0.18861	0
392	4	0.11300	0
392	3	0.10560	0
393	1	0.20438	0
393	4	0.14584	0
393	3	0.12973	0
396	3	1.63325	0
396	1	0.24157	0
1072	1	0.24891	0
1203	1	0.24414	0
1224	1	0.23734	0
1232	1	0.23412	0
1234	1	0.23899	0
1239	1	0.24447	0
1367	1	0.23645	0
1507	1	0.25002	0
1522	1	0.25034	0
1598	3	1.09683	0
1598	1	0.24325	0
